country,year,female_age,male_age,source,women_dataprocess,women_datacatalogshortname,men_dataprocess,men_datacatalogshortname
Georgia,2002,23.700001,28,UN World Marriage Data 2019,Census,2002 Census,Census,2002 Census
Georgia,2014,22.799999,27.4,UN World Marriage Data 2019,Census,2014 Census,Census,2014 Census
Germany,1990,25.5,28.200001,OECD,N/A,N/A,N/A,N/A
Germany,1991,25.9,28.700001,OECD,N/A,N/A,N/A,N/A
Germany,1992,26.1,28.9,OECD,N/A,N/A,N/A,N/A
Germany,1993,26.4,29.200001,OECD,N/A,N/A,N/A,N/A
Germany,1994,26.6,29.4,OECD,N/A,N/A,N/A,N/A
Germany,1995,26.700001,29.5,OECD,N/A,N/A,N/A,N/A
Germany,1996,26.9,29.700001,OECD,N/A,N/A,N/A,N/A
Germany,1997,27,29.799999,OECD,N/A,N/A,N/A,N/A
Germany,1998,27.200001,30.1,OECD,N/A,N/A,N/A,N/A
Germany,1999,27.5,30.299999,OECD,N/A,N/A,N/A,N/A
Germany,2000,27.700001,30.5,OECD,N/A,N/A,N/A,N/A
Germany,2001,28,30.9,OECD,N/A,N/A,N/A,N/A
Germany,2003,28.4,31.200001,OECD,N/A,N/A,N/A,N/A
Germany,2004,28.799999,31.6,OECD,N/A,N/A,N/A,N/A
Germany,2005,29.1,31.9,OECD,N/A,N/A,N/A,N/A
Germany,2006,29.1,31.9,OECD,N/A,N/A,N/A,N/A
Germany,2007,29.299999,32.099998,OECD,N/A,N/A,N/A,N/A
Germany,2008,29.6,32.400002,OECD,N/A,N/A,N/A,N/A
Germany,2009,29.799999,32.5,OECD,N/A,N/A,N/A,N/A
Germany,2011,30.200001,32.900002,OECD,N/A,N/A,N/A,N/A
Germany,2013,30.5,33.200001,OECD,N/A,N/A,N/A,N/A
Germany,2014,30.700001,33.400002,OECD,N/A,N/A,N/A,N/A
Germany,2015,30.9,33.599998,OECD,N/A,N/A,N/A,N/A
Germany,2016,31.1,33.799999,OECD,N/A,N/A,N/A,N/A
Germany,2017,31.200001,34,OECD,N/A,N/A,N/A,N/A
Ghana,1988,20.200001,,UN World Marriage Data 2019,Survey,1988 DHS,N/A,N/A
Ghana,1993,20.5,26.200001,UN World Marriage Data 2019,Survey,1993 DHS,Survey,1993 DHS
Ghana,1998,21,26.6,UN World Marriage Data 2019,Survey,1998 DHS,Survey,1998 DHS
Ghana,2003,22.4,26.6,UN World Marriage Data 2019,Survey,2003 DHS,Survey,2003 DHS
Ghana,2006,22.799999,,UN World Marriage Data 2019,Survey,2006 MICS,N/A,N/A
Ghana,2008,23.4,27.700001,UN World Marriage Data 2019,Survey,2008 DHS,Survey,2008 DHS
Ghana,2011,23.799999,27.9,UN World Marriage Data 2019,Survey,2011 MICS,Survey,2011 MICS
Ghana,2014,24.5,27.799999,UN World Marriage Data 2019,Survey,2014 DHS,Survey,2014 DHS
Ghana,2017,23.700001,,UN World Marriage Data 2019,Survey,2017 MHS,N/A,N/A
Gibraltar,1970,21.5,25.9,UN World Marriage Data 2019,Census,1970 Census,Census,1970 Census
Gibraltar,1981,21.1,24.799999,UN World Marriage Data 2019,Census,1981 Census,Census,1981 Census
Gibraltar,1991,23.200001,26.299999,UN World Marriage Data 2019,Census,1991 Census,Census,1991 Census
Gibraltar,2001,26.799999,29.299999,UN World Marriage Data 2019,Census,2001 Census,Census,2001 Census
Gibraltar,2012,29.1,31.799999,UN World Marriage Data 2019,Census,2012 Census,Census,2012 Census
Greece,1990,24.9,29,OECD,N/A,N/A,N/A,N/A
Greece,1991,25.200001,29.299999,OECD,N/A,N/A,N/A,N/A
Greece,1992,25.5,29.6,OECD,N/A,N/A,N/A,N/A
Greece,1993,25.5,29.700001,OECD,N/A,N/A,N/A,N/A
Greece,1994,25.799999,29.9,OECD,N/A,N/A,N/A,N/A
Greece,1995,26,30.1,OECD,N/A,N/A,N/A,N/A
Greece,1996,26.299999,30.200001,OECD,N/A,N/A,N/A,N/A
Greece,1997,26.6,30.6,OECD,N/A,N/A,N/A,N/A
Greece,1998,26.799999,30.799999,OECD,N/A,N/A,N/A,N/A
Greece,1999,26.9,31,OECD,N/A,N/A,N/A,N/A
Greece,2000,27.200001,31.1,OECD,N/A,N/A,N/A,N/A
Greece,2001,27.299999,31.200001,OECD,N/A,N/A,N/A,N/A
Greece,2002,27.6,31.5,OECD,N/A,N/A,N/A,N/A
Greece,2003,27.9,31.700001,OECD,N/A,N/A,N/A,N/A
Greece,2004,28,31.799999,OECD,N/A,N/A,N/A,N/A
Greece,2005,28.299999,32,OECD,N/A,N/A,N/A,N/A
Greece,2006,28.6,32.200001,OECD,N/A,N/A,N/A,N/A
Greece,2007,28.799999,32.400002,OECD,N/A,N/A,N/A,N/A
Greece,2008,28.9,32.400002,OECD,N/A,N/A,N/A,N/A
Greece,2009,29,32.5,OECD,N/A,N/A,N/A,N/A
Greece,2010,29.299999,32.599998,OECD,N/A,N/A,N/A,N/A
Greece,2011,29.4,32.700001,OECD,N/A,N/A,N/A,N/A
Greece,2012,29.5,32.799999,OECD,N/A,N/A,N/A,N/A
Greece,2013,29.700001,32.900002,OECD,N/A,N/A,N/A,N/A
Greece,2014,29.9,33,OECD,N/A,N/A,N/A,N/A
Greece,2015,30.1,33.200001,OECD,N/A,N/A,N/A,N/A
Greece,2016,30.1,33.200001,OECD,N/A,N/A,N/A,N/A
Greece,2017,30.299999,33.299999,OECD,N/A,N/A,N/A,N/A
Greenland,1974,25.4,30.1,UN World Marriage Data 2019,UNSD Estimate,1974 Estimate,UNSD Estimate,1974 Estimate
Greenland,1975,25.799999,30.4,UN World Marriage Data 2019,UNSD Estimate,1975 Estimate,UNSD Estimate,1975 Estimate
Greenland,1976,26.5,30.9,UN World Marriage Data 2019,UNSD Estimate,1976 Estimate,UNSD Estimate,1976 Estimate
Greenland,1977,27,31.1,UN World Marriage Data 2019,UNSD Estimate,1977 Estimate,UNSD Estimate,1977 Estimate
Greenland,1978,27.5,31.5,UN World Marriage Data 2019,UNSD Estimate,1978 Estimate,UNSD Estimate,1978 Estimate
Greenland,1979,27.6,31.799999,UN World Marriage Data 2019,UNSD Estimate,1979 Estimate,UNSD Estimate,1979 Estimate
Greenland,1980,27.9,31.9,UN World Marriage Data 2019,UNSD Estimate,1980 Estimate,UNSD Estimate,1980 Estimate
Greenland,1981,28.200001,32.299999,UN World Marriage Data 2019,UNSD Estimate,1981 Estimate,UNSD Estimate,1981 Estimate
Greenland,1982,28.5,32.5,UN World Marriage Data 2019,UNSD Estimate,1982 Estimate,UNSD Estimate,1982 Estimate
Greenland,1983,29,32.700001,UN World Marriage Data 2019,UNSD Estimate,1983 Estimate,UNSD Estimate,1983 Estimate
Greenland,1984,29.4,32.900002,UN World Marriage Data 2019,UNSD Estimate,1984 Estimate,UNSD Estimate,1984 Estimate
Greenland,1985,29.6,33.200001,UN World Marriage Data 2019,UNSD Estimate,1985 Estimate,UNSD Estimate,1985 Estimate
Greenland,1986,29.9,33.5,UN World Marriage Data 2019,UNSD Estimate,1986 Estimate,UNSD Estimate,1986 Estimate
Greenland,1987,30.299999,33.900002,UN World Marriage Data 2019,UNSD Estimate,1987 Estimate,UNSD Estimate,1987 Estimate
Greenland,1988,30.700001,34.099998,UN World Marriage Data 2019,UNSD Estimate,1988 Estimate,UNSD Estimate,1988 Estimate
Greenland,1990,31,34.099998,UN World Marriage Data 2019,UNSD Estimate,1990 Estimate,UNSD Estimate,1990 Estimate
Greenland,1991,31.1,34.200001,UN World Marriage Data 2019,UNSD Estimate,1991 Estimate,UNSD Estimate,1991 Estimate
Greenland,1992,31.200001,34.200001,UN World Marriage Data 2019,UNSD Estimate,1992 Estimate,UNSD Estimate,1992 Estimate
Greenland,1997,31.5,33.700001,UN World Marriage Data 2019,UNSD Estimate,1997 Estimate,UNSD Estimate,1997 Estimate
Greenland,1998,31.299999,33.700001,UN World Marriage Data 2019,UNSD Estimate,1998 Estimate,UNSD Estimate,1998 Estimate
Greenland,1999,31.299999,33.5,UN World Marriage Data 2019,UNSD Estimate,1999 Estimate,UNSD Estimate,1999 Estimate
Greenland,2009,30.9,33.700001,UN World Marriage Data 2019,UNSD Estimate,2009 Estimate,UNSD Estimate,2009 Estimate
Greenland,2010,31.200001,33.700001,UN World Marriage Data 2019,UNSD Estimate,2010 Estimate,UNSD Estimate,2010 Estimate
Greenland,2011,31.5,33.799999,UN World Marriage Data 2019,UNSD Estimate,2011 Estimate,UNSD Estimate,2011 Estimate
Greenland,2012,31.6,33.900002,UN World Marriage Data 2019,UNSD Estimate,2012 Estimate,UNSD Estimate,2012 Estimate
Greenland,2013,31.700001,34,UN World Marriage Data 2019,UNSD Estimate,2013 Estimate,UNSD Estimate,2013 Estimate
Greenland,2014,32,34.099998,UN World Marriage Data 2019,UNSD Estimate,2014 Estimate,UNSD Estimate,2014 Estimate
Greenland,2015,32.299999,34.200001,UN World Marriage Data 2019,UNSD Estimate,2015 Estimate,UNSD Estimate,2015 Estimate
Greenland,2016,32.400002,34.5,UN World Marriage Data 2019,UNSD Estimate,2016 Estimate,UNSD Estimate,2016 Estimate
Greenland,2018,32.900002,34.700001,UN World Marriage Data 2019,UNSD Estimate,2018 Estimate,UNSD Estimate,2018 Estimate
Grenada,1970,28.200001,31.5,UN World Marriage Data 2019,Census,1970 Census,Census,1970 Census
Grenada,1981,29.4,33.299999,UN World Marriage Data 2019,Census,1981 Census,Census,1981 Census
Grenada,1991,31,34.400002,UN World Marriage Data 2019,Census,1991 Census,Census,1991 Census
Guadeloupe,1982,26.6,29.6,UN World Marriage Data 2019,Census,1982 Census,Census,1982 Census
Guadeloupe,1999,31.6,34.200001,UN World Marriage Data 2019,Census,1999 Census,Census,1999 Census
Guatemala,1973,,23.700001,UN World Marriage Data 2019,N/A,N/A,Census,1973 Census
Guatemala,1981,,23.6,UN World Marriage Data 2019,N/A,N/A,Census,1981 Census
Guatemala,1987,20.6,,UN World Marriage Data 2019,Survey,1987 DHS,N/A,N/A
Guatemala,1994,,23.6,UN World Marriage Data 2019,N/A,N/A,Census,1994 Census
Guatemala,1995,20.5,,UN World Marriage Data 2019,Survey,1995 DHS,N/A,N/A
Guatemala,1998,20.4,,UN World Marriage Data 2019,Survey,1998-1999 DHS Interim,N/A,N/A
Guatemala,2002,21.6,,UN World Marriage Data 2019,Survey,2002 ENSMI,N/A,N/A
Guatemala,2008,22,,UN World Marriage Data 2019,Survey,2008-2009 ENSMI,N/A,N/A
Guatemala,2014,22.200001,,UN World Marriage Data 2019,Survey,2014-2015 DHS,N/A,N/A
Guatemala,2018,,25,UN World Marriage Data 2019,N/A,N/A,Census,2018 Census
Guinea,1992,18.9,26.1,UN World Marriage Data 2019,Survey,1992  DHS,Survey,1992  DHS
Guinea,1999,18.700001,27.700001,UN World Marriage Data 2019,Survey,1999 DHS,Survey,1999 DHS
Guinea,2005,19.299999,26.299999,UN World Marriage Data 2019,Survey,2005 DHS,Survey,2005 DHS
Guinea,2012,20.6,27.9,UN World Marriage Data 2019,Survey,2012 DHS,Survey,2012 DHS
Guinea-Bissau,1960,,28,UN World Marriage Data 2019,N/A,N/A,Census,1960 Census
Guinea-Bissau,1979,,26.6,UN World Marriage Data 2019,N/A,N/A,Census,1979 Census
Guinea-Bissau,1991,,28.1,UN World Marriage Data 2019,N/A,N/A,Census,1991 Census
Guinea-Bissau,2000,20.200001,,UN World Marriage Data 2019,Survey,2000 MICS,N/A,N/A
Guinea-Bissau,2006,21.700001,,UN World Marriage Data 2019,Survey,2006 MICS,N/A,N/A
Guinea-Bissau,2010,21.700001,,UN World Marriage Data 2019,Survey,2010 MICS,N/A,N/A
Guinea-Bissau,2014,24.1,,UN World Marriage Data 2019,Survey,2014 MICS,N/A,N/A
Guyana,2000,20.200001,27.200001,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Guyana,2005,22.700001,26.200001,UN World Marriage Data 2019,Survey,2005 AIS,Survey,2005 AIS
Guyana,2006,22.5,,UN World Marriage Data 2019,Survey,2006 MICS,N/A,N/A
Guyana,2009,21.5,25.4,UN World Marriage Data 2019,Survey,2009 DHS,Survey,2009 DHS
Guyana,2014,19.200001,21.299999,UN World Marriage Data 2019,Survey,2014 MICS,Survey,2014 MICS
Haiti,1977,21.6,,UN World Marriage Data 2019,Survey,1977 WFS,N/A,N/A
Haiti,1994,22.200001,26.6,UN World Marriage Data 2019,Survey,1994-1995 DHS,Survey,1994-1995 DHS
Haiti,2000,22.200001,27.200001,UN World Marriage Data 2019,Survey,2000 DHS,Survey,2000 DHS
Haiti,2005,22.200001,27.5,UN World Marriage Data 2019,Survey,2005-2006 DHS,Survey,2005-2006 DHS
Haiti,2012,23.700001,28.299999,UN World Marriage Data 2019,Survey,2012 DHS-MICS,Survey,2012 DHS-MICS
Haiti,2013,26.1,,UN World Marriage Data 2019,Survey,2013 DHS-NS,N/A,N/A
Haiti,2016,24.9,28.700001,UN World Marriage Data 2019,Survey,2016 DHS,Survey,2016 DHS
Honduras,1974,,24.4,UN World Marriage Data 2019,N/A,N/A,Census,1974 Census
Honduras,1988,,24.700001,UN World Marriage Data 2019,N/A,N/A,Census,1988 Census
Honduras,1996,20.299999,,UN World Marriage Data 2019,Survey,1996 ENESF,N/A,N/A
Honduras,2001,20.4,24.700001,UN World Marriage Data 2019,Survey,2001 ENESF,Census,2001 Census
Honduras,2005,21.299999,,UN World Marriage Data 2019,Survey,2005-2006 DHS,N/A,N/A
Honduras,2011,21.200001,,UN World Marriage Data 2019,Survey,2011-2012 DHS,N/A,N/A
Hungary,1990,22,24.700001,OECD,N/A,N/A,N/A,N/A
Hungary,1991,22.1,24.799999,OECD,N/A,N/A,N/A,N/A
Hungary,1992,22.299999,25,OECD,N/A,N/A,N/A,N/A
Hungary,1993,22.5,25.1,OECD,N/A,N/A,N/A,N/A
Hungary,1994,22.799999,25.5,OECD,N/A,N/A,N/A,N/A
Hungary,1995,23.1,25.799999,OECD,N/A,N/A,N/A,N/A
Hungary,1996,23.4,26.1,OECD,N/A,N/A,N/A,N/A
Hungary,1997,23.700001,26.6,OECD,N/A,N/A,N/A,N/A
Hungary,1998,24.1,26.799999,OECD,N/A,N/A,N/A,N/A
Hungary,1999,24.4,27.299999,OECD,N/A,N/A,N/A,N/A
Hungary,2000,24.799999,27.6,OECD,N/A,N/A,N/A,N/A
Hungary,2001,25.200001,28.200001,OECD,N/A,N/A,N/A,N/A
Hungary,2002,25.700001,28.5,OECD,N/A,N/A,N/A,N/A
Hungary,2003,26,28.9,OECD,N/A,N/A,N/A,N/A
Hungary,2004,26.4,29.200001,OECD,N/A,N/A,N/A,N/A
Hungary,2005,26.700001,29.4,OECD,N/A,N/A,N/A,N/A
Hungary,2006,27,29.799999,OECD,N/A,N/A,N/A,N/A
Hungary,2007,27.200001,30.1,OECD,N/A,N/A,N/A,N/A
Hungary,2008,27.5,30.4,OECD,N/A,N/A,N/A,N/A
Hungary,2009,28,30.799999,OECD,N/A,N/A,N/A,N/A
Hungary,2010,28.299999,31.200001,OECD,N/A,N/A,N/A,N/A
Hungary,2011,28.6,31.6,OECD,N/A,N/A,N/A,N/A
Hungary,2013,29,31.9,OECD,N/A,N/A,N/A,N/A
Hungary,2014,29.299999,32.099998,OECD,N/A,N/A,N/A,N/A
Hungary,2015,29.200001,32,OECD,N/A,N/A,N/A,N/A
Hungary,2016,29.200001,32.099998,OECD,N/A,N/A,N/A,N/A
Hungary,2017,29.4,32.299999,OECD,N/A,N/A,N/A,N/A
Iceland,1990,26.9,29.4,OECD,N/A,N/A,N/A,N/A
Iceland,1991,27.200001,29.5,OECD,N/A,N/A,N/A,N/A
Iceland,1992,27.9,30.6,OECD,N/A,N/A,N/A,N/A
Iceland,1993,28,30.200001,OECD,N/A,N/A,N/A,N/A
Iceland,1994,28.799999,31.200001,OECD,N/A,N/A,N/A,N/A
Iceland,1995,28.799999,31.700001,OECD,N/A,N/A,N/A,N/A
Iceland,1996,29.200001,31.9,OECD,N/A,N/A,N/A,N/A
Iceland,1997,30.6,32.700001,OECD,N/A,N/A,N/A,N/A
Iceland,1998,30.1,32.5,OECD,N/A,N/A,N/A,N/A
Iceland,1999,30.200001,32.5,OECD,N/A,N/A,N/A,N/A
Iceland,2000,30.6,33.299999,OECD,N/A,N/A,N/A,N/A
Iceland,2001,30.200001,32.900002,OECD,N/A,N/A,N/A,N/A
Iceland,2002,30.799999,33.299999,OECD,N/A,N/A,N/A,N/A
Iceland,2003,31,33.200001,OECD,N/A,N/A,N/A,N/A
Iceland,2004,31.4,33.799999,OECD,N/A,N/A,N/A,N/A
Iceland,2005,31.5,33.900002,OECD,N/A,N/A,N/A,N/A
Iceland,2006,31.799999,34.200001,OECD,N/A,N/A,N/A,N/A
Iceland,2007,32.099998,34.400002,OECD,N/A,N/A,N/A,N/A
Iceland,2008,32.400002,34.799999,OECD,N/A,N/A,N/A,N/A
Iceland,2009,32.099998,35.099998,OECD,N/A,N/A,N/A,N/A
Iceland,2010,32.400002,34.700001,OECD,N/A,N/A,N/A,N/A
Iceland,2011,32.400002,34.400002,OECD,N/A,N/A,N/A,N/A
India,1992,19.200001,24.299999,UN World Marriage Data 2019,Survey,1992-1993 NFHS,Survey,1992-1993 NFHS
India,1998,19.700001,24.9,UN World Marriage Data 2019,Survey,1998-1999 NFHS,Survey,1998-1999 NFHS
India,2005,20.200001,25.299999,UN World Marriage Data 2019,Survey,2005-2006 NFHS,Survey,2005-2006 NFHS
India,2015,21.4,26,UN World Marriage Data 2019,Survey,2015-2016 NFHS,Survey,2015-2016 NFHS
Indonesia,1976,19.4,23.799999,UN World Marriage Data 2019,Survey,1976 WFS,Survey,1976 WFS
Indonesia,1985,21.1,24.799999,UN World Marriage Data 2019,Survey,1985 IPS,Survey,1985 IPS
Indonesia,1987,21.700001,,UN World Marriage Data 2019,Survey,1987 CPS,N/A,N/A
Indonesia,1991,21.5,,UN World Marriage Data 2019,Survey,1991 DHS,N/A,N/A
Indonesia,1994,21.799999,,UN World Marriage Data 2019,Survey,1994 DHS,N/A,N/A
Indonesia,1995,22.200001,25.799999,UN World Marriage Data 2019,Survey,1995 SUPAS,Survey,1995 SUPAS
Indonesia,1997,21.799999,,UN World Marriage Data 2019,Survey,1997 DHS,N/A,N/A
Indonesia,2000,22.5,26.5,UN World Marriage Data 2019,Survey,2000 MICS_HH,Survey,2000 MICS_HH
Indonesia,2002,22.1,25.9,UN World Marriage Data 2019,Survey,2002-2003 DHS,Survey,2002-2003 DHS
Indonesia,2005,23.4,27,UN World Marriage Data 2019,Survey,2005 SUPAS,Survey,2005 SUPAS
Indonesia,2007,22.299999,26.9,UN World Marriage Data 2019,Survey,2007 DHS,Survey,2007 DHS
Indonesia,2012,21.799999,,UN World Marriage Data 2019,Survey,2012 DHS Special,N/A,N/A
Indonesia,2017,22.4,27.1,UN World Marriage Data 2019,Survey,2017 DHS,Survey,2017 DHS
Iran,1976,19.700001,24.200001,UN World Marriage Data 2019,Census,1976 Census,Census,1976 Census
Iran,1986,20.200001,23.799999,UN World Marriage Data 2019,Census,1986 Census,Census,1986 Census
Iran,1991,21.1,24.4,UN World Marriage Data 2019,Census,1991 Census,Census,1991 Census
Iran,1996,22.1,25.299999,UN World Marriage Data 2019,Census,1996 Census,Census,1996 Census
Iran,2006,23.5,26.4,UN World Marriage Data 2019,Census,2006 Census,Census,2006 Census
Iran,2011,23.5,26.799999,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Iran,2016,23.1,27.5,UN World Marriage Data 2019,Census,2016 Census,Census,2016 Census
Iraq,1977,,25.299999,UN World Marriage Data 2019,N/A,N/A,Census,1977 Census
Iraq,1987,,26.299999,UN World Marriage Data 2019,N/A,N/A,Census,1987 Census
Iraq,1997,,26.9,UN World Marriage Data 2019,N/A,N/A,Census,1997 Census
Iraq,2000,25.299999,,UN World Marriage Data 2019,Survey,2000 MICS,N/A,N/A
Iraq,2004,25.299999,,UN World Marriage Data 2019,Survey,2004 LCS,N/A,N/A
Iraq,2006,22.799999,,UN World Marriage Data 2019,Survey,2006-2007 FHS,N/A,N/A
Iraq,2011,22,,UN World Marriage Data 2019,Survey,2011 MICS,N/A,N/A
Iraq,2012,22.700001,,UN World Marriage Data 2019,Survey,2012 PMMS,N/A,N/A
Ireland,1990,26.6,28.700001,OECD,N/A,N/A,N/A,N/A
Ireland,1991,26.9,28.799999,OECD,N/A,N/A,N/A,N/A
Ireland,1992,27.1,29.1,OECD,N/A,N/A,N/A,N/A
Ireland,1993,27.5,29.4,OECD,N/A,N/A,N/A,N/A
Ireland,1994,27.799999,29.799999,OECD,N/A,N/A,N/A,N/A
Ireland,1995,28.1,30,OECD,N/A,N/A,N/A,N/A
Ireland,1996,28.5,30.4,OECD,N/A,N/A,N/A,N/A
Ireland,2005,30.5,32.400002,OECD,N/A,N/A,N/A,N/A
Ireland,2006,30.700001,32.5,OECD,N/A,N/A,N/A,N/A
Ireland,2007,30.9,32.700001,OECD,N/A,N/A,N/A,N/A
Ireland,2009,31.200001,33.099998,OECD,N/A,N/A,N/A,N/A
Ireland,2010,31.299999,33.099998,OECD,N/A,N/A,N/A,N/A
Ireland,2013,31.799999,33.5,OECD,N/A,N/A,N/A,N/A
Ireland,2014,30.700001,32.400002,OECD,N/A,N/A,N/A,N/A
Ireland,2015,32,33.799999,OECD,N/A,N/A,N/A,N/A
Isle of Man,1981,23.200001,25.700001,UN World Marriage Data 2019,Census,1981 Census,Census,1981 Census
Isle of Man,1991,26.4,28.799999,UN World Marriage Data 2019,Census,1991 Census,Census,1991 Census
Isle of Man,2001,29.299999,31.200001,UN World Marriage Data 2019,Census,2001 Census,Census,2001 Census
Isle of Man,2011,30.700001,32.799999,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Israel,2002,24.200001,27.1,OECD,N/A,N/A,N/A,N/A
Israel,2003,24.299999,27.200001,OECD,N/A,N/A,N/A,N/A
Israel,2004,24.5,27.4,OECD,N/A,N/A,N/A,N/A
Israel,2005,24.6,27.5,OECD,N/A,N/A,N/A,N/A
Israel,2006,24.6,27.6,OECD,N/A,N/A,N/A,N/A
Israel,2007,24.799999,27.6,OECD,N/A,N/A,N/A,N/A
Israel,2008,24.700001,27.5,OECD,N/A,N/A,N/A,N/A
Israel,2009,24.799999,27.6,OECD,N/A,N/A,N/A,N/A
Israel,2010,24.799999,27.6,OECD,N/A,N/A,N/A,N/A
Israel,2011,25,27.700001,OECD,N/A,N/A,N/A,N/A
Israel,2012,25,27.700001,OECD,N/A,N/A,N/A,N/A
Israel,2013,25.1,27.700001,OECD,N/A,N/A,N/A,N/A
Israel,2014,25,27.6,OECD,N/A,N/A,N/A,N/A
Israel,2015,25.200001,27.6,OECD,N/A,N/A,N/A,N/A
Israel,2016,24.5,27.200001,OECD,N/A,N/A,N/A,N/A
Israel,2017,25.1,27.5,OECD,N/A,N/A,N/A,N/A
Italy,1990,25.9,28.9,OECD,N/A,N/A,N/A,N/A
Italy,1991,26,29,OECD,N/A,N/A,N/A,N/A
Italy,1992,26.200001,29.200001,OECD,N/A,N/A,N/A,N/A
Italy,1993,26.4,29.4,OECD,N/A,N/A,N/A,N/A
Italy,1994,26.6,29.700001,OECD,N/A,N/A,N/A,N/A
Italy,1995,26.9,29.9,OECD,N/A,N/A,N/A,N/A
Italy,1996,27.1,30.1,OECD,N/A,N/A,N/A,N/A
Italy,1997,27.299999,30.4,OECD,N/A,N/A,N/A,N/A
Italy,1998,27,30.299999,OECD,N/A,N/A,N/A,N/A
Italy,1999,27.200001,30.4,OECD,N/A,N/A,N/A,N/A
Italy,2000,27.799999,30.9,OECD,N/A,N/A,N/A,N/A
Italy,2001,28.1,31.200001,OECD,N/A,N/A,N/A,N/A
Italy,2002,28.4,31.799999,OECD,N/A,N/A,N/A,N/A
Italy,2003,28.6,31.700001,OECD,N/A,N/A,N/A,N/A
Italy,2004,28.799999,32,OECD,N/A,N/A,N/A,N/A
Italy,2005,29.1,32.299999,OECD,N/A,N/A,N/A,N/A
Italy,2006,29.299999,32.5,OECD,N/A,N/A,N/A,N/A
Italy,2007,29.6,32.599998,OECD,N/A,N/A,N/A,N/A
Italy,2008,29.799999,32.799999,OECD,N/A,N/A,N/A,N/A
Italy,2009,30,33,OECD,N/A,N/A,N/A,N/A
Italy,2010,30.299999,33.200001,OECD,N/A,N/A,N/A,N/A
Italy,2011,30.5,33.5,OECD,N/A,N/A,N/A,N/A
Italy,2013,31.1,34,OECD,N/A,N/A,N/A,N/A
Italy,2014,31.299999,34.200001,OECD,N/A,N/A,N/A,N/A
Italy,2016,31.9,34.700001,OECD,N/A,N/A,N/A,N/A
Italy,2017,32.200001,35,OECD,N/A,N/A,N/A,N/A
Jamaica,1970,21.1,33,UN World Marriage Data 2019,Census,1970 Census,Census,1970 Census
Jamaica,1982,32.200001,33.799999,UN World Marriage Data 2019,Census,1982 Census,Census,1982 Census
Jamaica,1991,33.200001,34.599998,UN World Marriage Data 2019,Census,1991 Census,Census,1991 Census
Japan,1990,25.9,28.4,OECD,N/A,N/A,N/A,N/A
Japan,1991,25.9,28.4,OECD,N/A,N/A,N/A,N/A
Japan,1992,26,28.4,OECD,N/A,N/A,N/A,N/A
Japan,1993,26.1,28.4,OECD,N/A,N/A,N/A,N/A
Japan,1994,26.200001,28.5,OECD,N/A,N/A,N/A,N/A
Japan,1995,26.299999,28.5,OECD,N/A,N/A,N/A,N/A
Japan,1996,26.4,28.5,OECD,N/A,N/A,N/A,N/A
Japan,1997,26.6,28.5,OECD,N/A,N/A,N/A,N/A
Japan,1998,26.700001,28.6,OECD,N/A,N/A,N/A,N/A
Japan,1999,26.799999,28.700001,OECD,N/A,N/A,N/A,N/A
Japan,2000,27,28.799999,OECD,N/A,N/A,N/A,N/A
Japan,2001,27.200001,29,OECD,N/A,N/A,N/A,N/A
Japan,2002,27.4,29.1,OECD,N/A,N/A,N/A,N/A
Japan,2003,27.6,29.4,OECD,N/A,N/A,N/A,N/A
Japan,2004,27.799999,29.6,OECD,N/A,N/A,N/A,N/A
Japan,2005,28,29.799999,OECD,N/A,N/A,N/A,N/A
Japan,2006,28.200001,30,OECD,N/A,N/A,N/A,N/A
Japan,2007,28.299999,30.1,OECD,N/A,N/A,N/A,N/A
Japan,2008,28.5,30.200001,OECD,N/A,N/A,N/A,N/A
Japan,2009,28.6,30.4,OECD,N/A,N/A,N/A,N/A
Japan,2010,28.799999,30.5,OECD,N/A,N/A,N/A,N/A
Japan,2011,29,30.700001,OECD,N/A,N/A,N/A,N/A
Japan,2012,29.200001,30.799999,OECD,N/A,N/A,N/A,N/A
Japan,2013,29.299999,30.9,OECD,N/A,N/A,N/A,N/A
Japan,2014,29.4,31.1,OECD,N/A,N/A,N/A,N/A
Japan,2015,29.4,31.1,OECD,N/A,N/A,N/A,N/A
Japan,2016,29.4,31.1,OECD,N/A,N/A,N/A,N/A
Japan,2017,29.4,31.1,OECD,N/A,N/A,N/A,N/A
Jordan,1976,21.5,26.200001,UN World Marriage Data 2019,Survey,1976 WFS,Survey,1976 WFS
Jordan,1990,24.1,27.200001,UN World Marriage Data 2019,Survey,1990 DHS,Survey,1990 DHS
Jordan,1997,25.299999,28.6,UN World Marriage Data 2019,Survey,1997 DHS,Survey,1997 DHS
Jordan,2002,25.9,29.4,UN World Marriage Data 2019,Survey,2002 DHS,Survey,2002 DHS
Jordan,2007,25.799999,29.5,UN World Marriage Data 2019,Survey,2007 DHS,Survey,2007 DHS
Jordan,2009,24.700001,29.200001,UN World Marriage Data 2019,Survey,2009 DHS Interim,Survey,2009 DHS Interim
Jordan,2012,25,29.799999,UN World Marriage Data 2019,Survey,2012 DHS,Survey,2012 DHS
